# All N_ell in µK^2 
# ell   |   N_ell_TT   |   N_ell_EE
2.000000000000000000e+00 1.820814501799999940e-06 1.202581138237465465e-05
3.000000000000000000e+00 1.820964544200000084e-06 1.334086125935099839e-05
4.000000000000000000e+00 1.821164620100000088e-06 1.161672422916610295e-05
5.000000000000000000e+00 1.821414745800000023e-06 1.156647980426783535e-05
6.000000000000000000e+00 1.821714941899999984e-06 1.139217927624408669e-05
7.000000000000000000e+00 1.822065233399999956e-06 1.066178986994637776e-05
8.000000000000000000e+00 1.822465648900000064e-06 1.099864013084926966e-05
9.000000000000000000e+00 1.822916221600000047e-06 1.076003349115609710e-05
1.000000000000000000e+01 1.823416988499999934e-06 1.118789931140253949e-05
1.100000000000000000e+01 1.823967991000000065e-06 1.143748956585719091e-05
1.200000000000000000e+01 1.824569274600000022e-06 1.070058464878675288e-05
1.300000000000000000e+01 1.825220888800000040e-06 1.117572567938676549e-05
1.400000000000000000e+01 1.825922887399999952e-06 1.077801375025373220e-05
1.500000000000000000e+01 1.826675328399999969e-06 1.132787866975207888e-05
1.600000000000000000e+01 1.827478273899999967e-06 1.089904976174290692e-05
1.700000000000000000e+01 1.828331790199999986e-06 1.107156385175176912e-05
1.800000000000000000e+01 1.829235947900000090e-06 1.122002886171229681e-05
1.900000000000000000e+01 1.830190821599999937e-06 1.097120587536347996e-05
2.000000000000000000e+01 1.831196490399999992e-06 1.103960386427726584e-05
2.100000000000000000e+01 1.832253037300000029e-06 1.057119209523109888e-05
2.200000000000000000e+01 1.833360549799999993e-06 1.152354054249645255e-05
2.300000000000000000e+01 1.834519119599999996e-06 1.117100947216005949e-05
2.400000000000000000e+01 1.835728842600000099e-06 1.097881729249939482e-05
2.500000000000000000e+01 1.836989818900000103e-06 1.090164907658840550e-05
2.600000000000000000e+01 1.838302153200000061e-06 1.084344230001583437e-05
2.700000000000000000e+01 1.839665954200000039e-06 1.124779276890878010e-05
2.800000000000000000e+01 1.841081334999999991e-06 1.137483637858803183e-05
2.900000000000000000e+01 1.842548413099999974e-06 1.113160735490551683e-05
3.000000000000000000e+01 1.844067310399999932e-06 1.131737288784705482e-05
3.100000000000000000e+01 1.845638152999999972e-06 1.129234413939799325e-05
3.200000000000000000e+01 1.847261071400000092e-06 1.125192310046896757e-05
3.300000000000000000e+01 1.848936200799999978e-06 1.108585988819846342e-05
3.400000000000000000e+01 1.850663680399999965e-06 1.095584529169888801e-05
